#####################################################################
# Alchemist log file - simulation started at: 2024-05-07T20:58+0000 #
#####################################################################
#
# seed = 0.0, nodeCount = 100, surrogateFrequency = 20, scenario = monolithic
#
# The columns have the following meaning: 
# time BatteryLevel[sum] BatteryLevel[mean] BatteryLevel[min] BatteryLevel[max] BatteryLevel[variance] 
0.0 0.0 NaN NaN NaN NaN
3.9343186624071216E-4 0.0 NaN NaN NaN NaN
1.000393431866241 118150.05677287256 2072.8080135591676 0.0 3972.671570086006 1371651.722563479
2.0003934318662417 201629.8291359516 2016.298291359516 0.0 3972.671570086006 1373309.3857017737
3.000393431866238 201474.69698021052 2014.7469698021064 0.0 3969.9518965527873 1373011.5616244848
4.000393431866235 201355.75306713177 2013.5575306713185 0.0 3969.9518965527873 1373195.529416056
5.0003934318662315 201200.3291641203 2012.0032916412035 0.0 3967.1782911751334 1372910.2735272958
6.000393431866228 201081.2279949902 2010.812279949902 0.0 3967.1782911751334 1373100.2924789963
7.000393431866224 200925.59108520445 2009.2559108520436 0.0 3964.450069924376 1372814.3076732445
8.000393431866222 200807.03909683152 2008.0703909683152 0.0 3964.450069924376 1372996.0321963585
9.000393431866236 200651.3427539878 2006.5134275398777 0.0 3961.675424934391 1372711.2390542335
10.00039343186625 200532.20369246617 2005.3220369246617 0.0 3961.675424934391 1372890.9975897486
11.000393431866264 200377.09550086057 2003.7709550086058 0.0 3958.966829885418 1372608.4566202185
12.000393431866279 200257.72783283534 2002.5772783283537 0.0 3958.966829885418 1372774.86273101
13.000393431866293 200102.9571625248 2001.0295716252476 0.0 3956.253988467613 1372485.7113387594
14.000393431866307 199983.8441547302 1999.838441547302 0.0 3956.253988467613 1372671.8458271183
15.000393431866321 199828.57302340344 1998.2857302340346 0.0 3953.451655867435 1372382.427213146
16.000393431866335 199709.24285593332 1997.0924285593321 0.0 3953.451655867435 1372556.0576784706
17.00039343186635 199553.7697623156 1995.5376976231562 0.0 3950.6180570487395 1372263.5527001515
18.000393431866364 199434.14057780846 1994.3414057780851 0.0 3950.6180570487395 1372441.7627480242
19.000393431866378 199278.9896312553 1992.7898963125529 0.0 3947.897538375373 1372148.2794000506
20.000393431866392 199160.0906490242 1991.6009064902419 0.0 3947.897538375373 1372328.390000551
21.000393431866407 199004.66979379093 1990.0466979379096 0.0 3945.1086457954757 1372034.583538902
22.00039343186642 198885.06606898276 1988.8506606898272 0.0 3945.1086457954757 1372219.8712030218
23.000393431866435 198729.31350967663 1987.2931350967654 0.0 3942.3134172868968 1371926.6235241068
24.00039343186645 198610.04965641524 1986.1004965641523 0.0 3942.3134172868968 1372114.1765965195
25.000393431866463 198454.72113337918 1984.5472113337921 0.0 3939.566818425796 1371821.8614958518
26.000393431866478 198337.90615347683 1983.3790615347687 0.0 3939.566818425796 1371902.6414012255
27.00039343186649 198182.38933125665 1981.8238933125676 0.0 3936.8050824249767 1371613.6237059624
28.000393431866506 198066.26771401174 1980.6626771401184 0.0 3936.8050824249767 1371677.0625412755
29.00039343186652 197911.58207472382 1979.1158207472383 0.0 3934.0798930317146 1371389.9936504858
30.000393431866534 197795.47008059674 1977.9547008059678 0.0 3934.0798930317146 1371453.2562751486
31.00039343186655 197640.3194228208 1976.4031942282081 0.0 3931.3179392652637 1371158.2432027266
32.00039343186656 197523.69711023563 1975.236971102356 0.0 3931.3179392652637 1371230.4156826653
33.000393431866506 197368.48366487824 1973.6848366487807 0.0 3928.5422862490086 1370934.539187789
34.00039343186645 197251.96701435928 1972.5196701435916 0.0 3928.5422862490086 1370998.450775395
35.00039343186639 197096.99392712887 1970.969939271288 0.0 3925.7796343728965 1370708.6018191983
36.000393431866335 196980.51178571756 1969.805117857175 0.0 3925.7796343728965 1370780.2398483616
37.00039343186628 196825.80702868983 1968.2580702868988 0.0 3922.977807775944 1370484.9250909358
38.00039343186622 196709.00918162882 1967.0900918162886 0.0 3922.977807775944 1370549.782409571
39.000393431866165 196554.20009728163 1965.542000972816 0.0 3920.14332622014 1370264.82201047
40.00039343186611 196437.69824536922 1964.3769824536923 0.0 3920.14332622014 1370337.0229556009
41.00039343186605 196282.77815839674 1962.8277815839679 0.0 3917.3436544450824 1370051.9949281698
42.000393431865994 196166.35329731947 1961.6635329731946 0.0 3917.3436544450824 1370125.8987763568
43.00039343186594 196011.24123189447 1960.1124123189443 0.0 3914.6324439824807 1369837.1988430638
44.00039343186588 195895.3501079453 1958.953501079453 0.0 3914.6324439824807 1369907.3202255082
45.000393431865824 195740.05673178736 1957.4005673178735 0.0 3911.9116388998164 1369621.3264667753
46.00039343186577 195623.61958317755 1956.2361958317754 0.0 3911.9116388998164 1369703.3461747454
47.00039343186571 195468.02155622985 1954.6802155622977 0.0 3909.087046184845 1369412.2649440374
48.00039343186565 195352.02758460375 1953.5202758460368 0.0 3909.087046184845 1369482.205992487
49.0003934318656 195197.36374918898 1951.9736374918905 0.0 3906.280180714485 1369183.0914746155
50.00039343186554 195080.9785194068 1950.8097851940686 0.0 3906.280180714485 1369258.674020856
51.00039343186548 194925.73087741953 1949.2573087741948 0.0 3903.5463416672237 1368981.498484787
52.000393431865426 194809.53476456643 1948.095347645664 0.0 3903.5463416672237 1369052.437219313
53.00039343186537 194654.273268111 1946.54273268111 0.0 3900.8024099213194 1368759.6602901474
54.00039343186531 194537.76178505656 1945.3776178505655 0.0 3900.8024099213194 1368827.3569559045
55.000393431865255 194383.00963950678 1943.830096395068 0.0 3897.987338740591 1368543.7070504592
56.0003934318652 194266.399111539 1942.6639911153893 0.0 3897.987338740591 1368619.8443591679
57.00039343186514 194111.58577234388 1941.1158577234376 0.0 3895.15647656769 1368331.1031117213
58.000393431865085 193995.0872774141 1939.9508727741402 0.0 3895.15647656769 1368399.6967429693
59.00039343186503 193839.80658915968 1938.3980658915962 0.0 3892.443027107775 1368114.1290029155
60.00039343186497 193723.26767995607 1937.2326767995605 0.0 3892.443027107775 1368179.4647673124
61.000393431864914 193567.46237664358 1935.6746237664356 0.0 3889.6605022047793 1367883.6519058119
62.00039343186486 193451.2308335741 1934.5123083357407 0.0 3889.6605022047793 1367948.9050867578
63.0003934318648 193295.84815879393 1932.9584815879389 0.0 3886.835544982558 1367659.4230864746
64.00039343186475 193182.5991446368 1931.8259914463677 0.0 3886.835544982558 1367633.3747008485
65.0003934318647 193027.13674467115 1930.2713674467122 0.0 3884.1035616006297 1367350.143855181
66.00039343186464 192913.70557672405 1929.1370557672403 0.0 3884.1035616006297 1367314.7188696212
67.00039343186458 192760.172695699 1927.6017269569888 0.0 3881.378275555284 1366969.7317241358
68.00039343186452 192646.8785252937 1926.4687852529366 0.0 3881.378275555284 1366924.4884242334
69.00039343186447 192494.68589076342 1924.9468589076344 0.0 3878.567530383534 1366529.6650994418
70.00039343186441 192381.03184438776 1923.8103184438771 0.0 3878.567530383534 1366495.9960748428
71.00039343186435 192228.7040478825 1922.2870404788246 0.0 3875.843475956714 1366088.7296978196
72.0003934318643 192114.82219104955 1921.148221910496 0.0 3875.843475956714 1366046.4631099205
73.00039343186424 191962.32688593454 1919.6232688593461 0.0 3873.119048902225 1365664.1300923075
74.00039343186418 191848.67588892032 1918.4867588892043 0.0 3873.119048902225 1365629.1157552453
75.00039343186413 191696.50213512653 1916.965021351265 0.0 3870.35405302102 1365243.8594915746
76.00039343186407 191583.11678619694 1915.8311678619687 0.0 3870.35405302102 1365221.309870304
77.00039343186401 191431.15292773978 1914.3115292773984 0.0 3867.5983865549747 1364834.940179085
78.00039343186396 191317.49273287551 1913.1749273287562 0.0 3867.5983865549747 1364798.2435956863
79.0003934318639 191164.65034939523 1911.6465034939527 0.0 3864.889441399 1364399.9117750323
80.00039343186384 191050.97049731453 1910.5097049731457 0.0 3864.889441399 1364362.5728185473
81.00039343186378 190899.12469764616 1908.9912469764622 0.0 3862.1062133752116 1363965.5665518632
82.00039343186373 190785.4819088642 1907.8548190886418 0.0 3862.1062133752116 1363928.4279421333
83.00039343186367 190632.98211344203 1906.3298211344202 0.0 3859.3024213393473 1363520.2808297337
84.00039343186361 190519.49146674862 1905.194914667486 0.0 3859.3024213393473 1363489.1884752298
85.00039343186356 190367.02313884714 1903.6702313884712 0.0 3856.4930195451416 1363099.8522974458
86.0003934318635 190253.3160321019 1902.5331603210186 0.0 3856.4930195451416 1363055.0367717773
87.00039343186344 190100.8079714921 1901.00807971492 0.0 3853.6867524215395 1362668.7578512265
88.00039343186339 189986.97781739352 1899.8697781739347 0.0 3853.6867524215395 1362637.4368606457
89.00039343186333 189834.7503179305 1898.3475031793046 0.0 3850.8926373032145 1362248.1294173128
90.00039343186327 189721.5643653977 1897.2156436539767 0.0 3850.8926373032145 1362219.6855327394
91.00039343186322 189569.01482490083 1895.6901482490082 0.0 3848.0554289129345 1361818.7391876557
92.00039343186316 189455.08726602586 1894.5508726602586 0.0 3848.0554289129345 1361788.940256587
93.0003934318631 189305.6013769371 1893.056013769371 0.0 3845.272058539509 1361285.1002867387
94.00039343186305 189191.87084120626 1891.9187084120617 0.0 3845.272058539509 1361249.398141081
95.00039343186299 189042.05616859376 1890.420561685937 0.0 3842.5578892983795 1360753.9063304337
96.00039343186293 188928.6090111467 1889.2860901114664 0.0 3842.5578892983795 1360722.2596828702
97.00039343186288 188778.95898828228 1887.7895898828215 0.0 3839.7383722604795 1360224.5940242647
98.00039343186282 188665.58989593465 1886.6558989593457 0.0 3839.7383722604795 1360189.0506585294
99.00039343186276 188515.88172812594 1885.158817281259 0.0 3836.9390411107497 1359688.860792718
100.0003934318627 188401.958020625 1884.0195802062497 0.0 3836.9390411107497 1359658.0934973147
101.00039343186265 188252.56241551647 1882.5256241551647 0.0 3834.1078667435 1359158.9856751622
102.00039343186259 188138.5194082781 1881.385194082781 0.0 3834.1078667435 1359134.318500445
103.00039343186253 187988.71021137302 1879.8871021137302 0.0 3831.3210816024607 1358641.7192127944
104.00039343186248 187875.30273933255 1878.7530273933257 0.0 3831.3210816024607 1358604.9510084055
105.00039343186242 187725.908160585 1877.2590816058507 0.0 3828.569700254678 1358105.59822672
106.00039343186236 187612.64908864888 1876.126490886489 0.0 3828.569700254678 1358064.6502606266
107.0003934318623 187462.9224738731 1874.6292247387307 0.0 3825.7515128540495 1357566.9173257314
108.00039343186225 187349.22368278136 1873.492236827814 0.0 3825.7515128540495 1357530.0857003517
109.0003934318622 187199.54716563274 1871.995471656329 0.0 3822.9648011220856 1357038.426673733
110.00039343186214 187086.0990226745 1870.8609902267456 0.0 3822.9648011220856 1357006.5562319239
111.00039343186208 186936.31259669148 1869.3631259669148 0.0 3820.144586017885 1356514.642895968
112.00039343186202 186822.71349341836 1868.2271349341836 0.0 3820.144586017885 1356481.3444928504
113.00039343186197 186673.30069698454 1866.7330069698448 0.0 3817.407713399809 1355982.3161290558
114.00039343186191 186559.6457907489 1865.5964579074885 0.0 3817.407713399809 1355946.3400609072
115.00039343186185 186409.86415629444 1864.0986415629443 0.0 3814.703318877407 1355465.8282277647
116.0003934318618 186296.08364961078 1862.9608364961082 0.0 3814.703318877407 1355438.0565036524
117.00039343186174 186146.70498803208 1861.4670498803212 0.0 3811.9541357508633 1354948.88045071
118.00039343186168 186032.76914641997 1860.3276914642004 0.0 3811.9541357508633 1354917.2311755405
119.00039343186162 185883.18242512183 1858.8318242512187 0.0 3809.1635467824954 1354427.8869708553
120.00039343186157 185769.93254099973 1857.699325409997 0.0 3809.1635467824954 1354400.8550440345
121.00039343186151 185620.5259363934 1856.2052593639337 0.0 3806.4535981310983 1353920.316118708
122.00039343186145 185506.806272631 1855.0680627263098 0.0 3806.4535981310983 1353888.9624274648
123.0003934318614 185356.9221738248 1853.5692217382484 0.0 3803.710328859527 1353409.848029956
124.00039343186134 185243.42397543543 1852.434239754354 0.0 3803.710328859527 1353381.4402239295
125.00039343186128 185093.52318515052 1850.935231851505 0.0 3800.898510571653 1352884.0089567974
126.00039343186123 184979.68928146246 1849.7968928146245 0.0 3800.898510571653 1352852.6954831763
127.00039343186117 184830.36530910063 1848.3036530910065 0.0 3798.141316056266 1352364.5428548167
128.0003934318611 184717.24864502274 1847.1724864502266 0.0 3798.141316056266 1352328.7585293746
129.00039343186134 184567.76411639526 1845.6776411639526 0.0 3795.3347382669645 1351831.933894391
130.00039343186157 184454.5668957648 1844.5456689576479 0.0 3795.3347382669645 1351797.9731777264
131.0003934318618 184305.0469846867 1843.050469846866 0.0 3792.6314167519695 1351311.9504460704
132.00039343186202 184191.45187254556 1841.9145187254553 0.0 3792.6314167519695 1351282.5861050931
133.00039343186225 184041.98276593344 1840.4198276593354 0.0 3789.812082758471 1350793.9556126771
134.00039343186248 183928.3349136808 1839.2833491368087 0.0 3789.812082758471 1350760.733585275
135.0003934318627 183778.78748101371 1837.7878748101368 0.0 3787.004448162522 1350272.953917835
136.00039343186293 183664.9588939468 1836.6495889394675 0.0 3787.004448162522 1350249.9276837143
137.00039343186316 183516.19096210873 1835.1619096210875 0.0 3784.1688955342916 1349739.3431860462
138.0003934318634 183402.8169184388 1834.0281691843886 0.0 3784.1688955342916 1349710.6276803764
139.0003934318636 183255.82931190895 1832.5582931190897 0.0 3781.355134529434 1349124.9436339366
140.00039343186384 183141.9489606605 1831.4194896066049 0.0 3781.355134529434 1349100.1056265188
141.00039343186407 182995.2601685947 1829.9526016859465 0.0 3778.6440390233324 1348504.1822809135
142.0003934318643 182881.6839283943 1828.816839283943 0.0 3778.6440390233324 1348473.7490732665
143.00039343186452 182734.97291448718 1827.3497291448725 0.0 3775.8359291423103 1347883.432600942
144.00039343186475 182621.0871038398 1826.210871038398 0.0 3775.8359291423103 1347857.3469955688
145.00039343186498 182474.30383336236 1824.743038333623 0.0 3773.089441170164 1347272.1202900123
146.0003934318652 182360.55972191773 1823.6055972191775 0.0 3773.089441170164 1347252.3494290097
147.00039343186543 182213.9579650717 1822.1395796507175 0.0 3770.282462318332 1346661.622243845
148.00039343186566 182100.6018411325 1821.0060184113252 0.0 3770.282462318332 1346635.9160748068
149.0003934318659 181954.00823857487 1819.540082385749 0.0 3767.517683705201 1346055.7666608046
150.00039343186612 181840.72027822927 1818.407202782292 0.0 3767.517683705201 1346028.0065423173
