#####################################################################
# Alchemist log file - simulation started at: 2024-05-07T13:17+0000 #
#####################################################################
#
# seed = 0.0, nodeCount = 50, surrogateFrequency = 10, scenario = monolithic
#
# The columns have the following meaning: 
# time potential[sum] RegionCount 
0.0 0.0 1.0
0.0022674665224906576 0.0 1.0
1.0025276528499534 11278.728948124819 13.0
2.0022674665224907 30041.4964382213 21.0
3.0025276528499534 35695.341408423694 19.0
4.002267466522491 35764.853833826535 19.0
5.002527652849953 33262.838860158 18.0
6.002267466522491 34707.96025484001 18.0
7.002527652849953 35785.142510778605 16.0
8.00226746652249 36317.69519944297 15.0
9.002527652849952 36450.682653734075 14.0
10.00226746652249 36546.77495402725 14.0
11.002527652849952 36717.92411172439 14.0
12.00226746652249 36811.96054471922 14.0
13.002527652849952 36983.11610656671 14.0
14.00226746652249 37076.279809024025 14.0
15.002527652849952 37247.43541820656 14.0
16.00226746652249 37340.50694290217 14.0
17.002527652849952 37511.65633132484 14.0
18.00226746652249 37604.97208460727 14.0
19.002527652849952 37768.69123463834 14.0
20.00226746652249 37863.60287377747 14.0
21.002527652849952 37951.071857532756 14.0
22.00226746652249 38047.49425065336 14.0
23.002527652849952 38101.216634660224 14.0
24.00226746652249 38140.67035378167 13.0
25.002527652849952 38144.44636637468 13.0
26.00226746652249 38158.189789128555 13.0
27.002527652849952 38161.9658177935 13.0
28.00226746652249 38175.69986642403 13.0
29.002527652849952 38179.47591107849 13.0
30.00226746652249 38193.30502499626 13.0
31.002527652849952 38196.28458491529 13.0
32.00226746652249 38210.33256821731 13.0
33.00252765284995 38212.21856862268 13.0
34.00226746652249 38228.03614482443 13.0
35.00252765284995 38228.475026938635 13.0
36.00226746652249 38239.977469681464 13.0
37.00252765284995 38239.27295198234 13.0
38.00226746652249 38243.96143219832 13.0
39.00252765284995 38241.85390342675 13.0
40.00226746652249 38241.37820222436 13.0
41.00252765284995 38236.66525935595 13.0
42.00226746652249 38232.3838971779 13.0
43.00252765284995 38226.60936592481 13.0
44.00226746652249 38202.275905319046 13.0
45.00252765284995 38195.39094038813 13.0
46.00226746652249 38169.41427509217 13.0
47.00252765284995 38161.209999438644 13.0
48.00226746652249 38133.3291174727 13.0
49.00252765284995 38124.16731939572 13.0
50.00226746652249 38093.66878541058 13.0
51.00252765284995 38082.516622184696 13.0
52.00226746652249 38052.35648729848 13.0
53.00252765284995 38053.15198695388 13.0
54.00226746652249 38037.93134703051 13.0
55.00252765284995 38038.74731969245 13.0
56.00226746652249 38015.553523189614 13.0
57.00252765284995 38014.653234169826 13.0
58.00226746652249 37978.90632259119 13.0
59.00252765284995 37978.00715310644 13.0
60.00226746652249 37943.04657049223 13.0
61.00252765284995 37942.2861183338 13.0
62.00226746652249 37908.75210505383 13.0
63.00252765284995 37909.66823170965 13.0
64.00226746652248 37877.03037432425 13.0
65.00252765284995 37879.64150019366 13.0
66.00226746652248 37845.694978072315 13.0
67.00252765284995 37852.191626316235 13.0
68.00226746652248 37815.81780853254 13.0
69.00252765284995 37823.131795774374 13.0
70.00226746652248 37787.67679061643 13.0
71.00252765284995 37796.18595583099 13.0
72.00226746652248 37754.99294844455 13.0
73.00252765284995 37759.707369055504 13.0
74.00226746652248 37735.04624727542 13.0
75.00252765284995 37739.78842652984 13.0
76.00226746652248 37742.78471343009 13.0
77.00252765284995 37747.12033193464 13.0
78.00226746652248 37750.68767970959 13.0
79.00252765284995 37754.24619039364 13.0
80.00226746652248 37717.6799190689 13.0
81.00252765284995 37719.81278538145 13.0
82.00226746652248 37718.500794590844 13.0
83.00252765284995 37720.502958681034 13.0
84.00226746652248 37738.313113959994 13.0
85.00252765284995 37740.184726954685 13.0
86.00226746652248 37753.77591681406 13.0
87.00252765284995 37755.42575266362 13.0
88.00226746652248 37756.715759844126 13.0
89.00252765284995 37757.672573978576 13.0
90.00226746652248 37745.53967981388 13.0
91.00252765284995 37736.98064955506 13.0
92.00226746652248 37723.74338550659 13.0
93.00252765284995 37713.140487256576 13.0
94.00226746652248 37697.6043031787 13.0
95.00252765284995 37689.10700564235 13.0
96.00226746652248 37670.66128254034 13.0
97.00252765284995 37662.28791218265 13.0
98.00226746652248 37625.430276991734 13.0
99.00252765284995 37617.07142927119 13.0
100.00226746652248 37574.138209294266 13.0
101.00252765284995 37565.762050470425 13.0
102.00226746652248 37523.46771917287 13.0
103.00252765284995 37513.58880442541 13.0
104.00226746652248 37465.69365339892 13.0
105.00252765284995 37457.343111162656 13.0
106.00226746652248 37409.76113132099 13.0
107.00252765284995 37400.79475062745 13.0
108.00226746652248 37374.39920948126 13.0
109.00252765284995 37375.01223800842 13.0
110.00226746652248 37351.183819355414 13.0
111.00252765284995 37353.19161794822 13.0
112.00226746652248 37331.99904813328 13.0
113.00252765284995 37331.59436431333 13.0
114.00226746652248 37310.6912053966 13.0
115.00252765284995 37316.31159075442 13.0
116.00226746652248 37303.13389181444 13.0
117.00252765284995 37314.75952731865 13.0
118.00226746652248 37308.673859100665 13.0
119.00252765284995 37320.597123529835 13.0
120.00226746652248 37313.578265300035 13.0
121.00252765284995 37325.69053563986 13.0
122.00226746652248 37318.88005926506 13.0
123.00252765284995 37331.18617957249 13.0
124.00226746652248 37328.77357967801 13.0
125.00252765284995 37340.238602846046 13.0
126.00226746652248 37352.086336208056 13.0
127.00252765284995 37365.4259190815 13.0
128.00226746652248 37370.265136589536 13.0
129.00252765284995 37382.72554249716 13.0
130.00226746652248 37377.236690414946 13.0
131.00252765284995 37389.24050857995 13.0
132.00226746652248 37388.610733942194 13.0
133.00252765284995 37400.579768258714 13.0
134.00226746652248 37432.76262604623 13.0
135.00252765284995 37444.88348639927 13.0
136.00226746652248 37477.45465772378 13.0
137.00252765284995 37484.6224736335 13.0
138.00226746652248 37517.78147852307 13.0
139.00252765284995 37524.21915446501 13.0
140.00226746652248 37558.062881823294 13.0
141.00252765284995 37564.529468243105 13.0
142.00226746652248 37596.79782391278 13.0
143.00252765284995 37605.37097222228 13.0
144.00226746652248 37637.54160937656 13.0
145.00252765284995 37646.6141874825 13.0
146.00226746652248 37676.82859577342 13.0
147.00252765284995 37685.06010893802 13.0
148.00226746652248 37707.183722966874 13.0
149.00252765284995 37707.84973415102 13.0
150.00226746652248 37731.49403214584 13.0
151.00252765284995 37736.80277506617 13.0
152.00226746652248 37770.22286024006 13.0
153.00252765284995 37776.940429083756 13.0
154.00226746652248 37806.03180054376 13.0
155.00252765284995 37814.79307516226 13.0
156.00226746652248 37818.76962036255 13.0
157.00252765284995 37828.83996289069 13.0
158.00226746652248 37835.17355754941 13.0
159.00252765284995 37844.300351886 13.0
160.00226746652248 37852.300751270326 13.0
161.00252765284995 37860.55871328433 13.0
162.00226746652248 37864.9404514063 13.0
163.00252765284995 37874.20803256424 13.0
164.00226746652248 37869.74625630004 13.0
165.00252765284995 37877.52792940526 13.0
166.00226746652248 40090.62484156167 13.0
167.00252765284995 40090.935437196684 13.0
168.00226746652248 41147.66519414686 13.0
169.00252765284995 41146.37591873671 13.0
170.00226746652248 41374.72655072376 12.0
171.00252765284995 41371.476009519225 12.0
172.00226746652248 41343.963284181824 12.0
173.00252765284995 41344.52646339079 12.0
174.00226746652248 41317.90311311677 12.0
175.00252765284995 41333.63171081709 12.0
176.00226746652248 41322.78774502909 12.0
177.00252765284995 41334.14916868402 12.0
178.00226746652248 41320.15124792969 12.0
179.00252765284995 41340.36972798248 12.0
180.00226746652248 41333.63062112373 12.0
181.00252765284995 41351.044735770236 12.0
182.00226746652248 41334.80315231227 12.0
183.00252765284995 41352.35792489835 12.0
184.00226746652248 41334.66969090085 12.0
185.00252765284995 41352.4838923689 12.0
186.00226746652248 41335.236255083255 12.0
187.00252765284995 41349.148464478196 12.0
188.00226746652248 41318.08731824037 12.0
189.00252765284995 41328.675971212084 12.0
190.00226746652248 41297.4266252428 12.0
191.00252765284995 41305.107244685736 12.0
192.00226746652248 41274.159073539435 12.0
193.00252765284995 41276.6593843381 12.0
194.00226746652248 41253.75278169691 12.0
195.00252765284995 41256.55175810472 12.0
196.00226746652248 41236.62326025749 12.0
197.00252765284995 41234.79583933196 12.0
198.00226746652248 41218.19904327698 12.0
199.00252765284995 41209.74353040648 12.0
200.00226746652248 38404.190706232905 13.0
201.00252765284995 38375.6806328558 13.0
202.00226746652248 37591.15785279241 13.0
203.00252765284995 37572.56134711831 13.0
204.00226746652248 37557.10089096696 13.0
205.00252765284995 39765.28151053606 13.0
206.00226746652248 40874.35839826695 13.0
207.00252765284995 41115.89308089639 13.0
208.00226746652248 41142.00255491011 12.0
209.00252765284995 41118.97315873328 12.0
210.00226746652248 41112.707601290465 12.0
211.00252765284995 41091.18276918775 12.0
212.00226746652248 41094.96182802863 12.0
213.00252765284995 41078.77557111166 12.0
214.00226746652248 41078.051138509705 12.0
215.00252765284995 41059.03003387339 12.0
216.00226746652248 41044.758081316955 12.0
217.00252765284995 41025.85092512299 12.0
218.00226746652248 41015.34103503232 12.0
219.00252765284995 41009.70160162767 12.0
220.00226746652248 40997.47509356414 12.0
221.00252765284995 41004.130530152244 12.0
222.00226746652248 40989.32633390677 12.0
223.00252765284995 40996.60047382489 12.0
224.00226746652248 40979.72538910946 12.0
225.00252765284995 40975.653411768406 12.0
226.00226746652248 40957.26901596777 12.0
227.00252765284995 40935.59530134279 12.0
228.00226746652248 40915.869130604995 12.0
229.00252765284995 40892.85251140847 12.0
230.00226746652248 40867.56894977479 12.0
231.00252765284995 40850.834756272845 12.0
232.00226746652248 40827.60073115265 12.0
233.00252765284995 40815.900358615945 12.0
234.00226746652248 40802.03562620499 12.0
235.00252765284995 40792.31482500219 12.0
236.00226746652248 40785.39376204423 12.0
237.00252765284995 40775.32040754429 12.0
238.00226746652248 40767.95395221191 12.0
239.00252765284995 40758.52824521821 12.0
240.00226746652248 40750.91246555533 12.0
241.00252765284995 40741.74870168016 12.0
242.00226746652248 40734.63578588016 12.0
243.00252765284995 40726.332175832584 12.0
244.00226746652248 40719.6950319691 12.0
245.00252765284995 40710.77460538186 12.0
246.00226746652248 40705.29803499211 12.0
247.00252765284995 40699.58583824162 12.0
248.00226746652248 40697.67743881922 12.0
249.00252765284995 40694.023680035134 12.0
250.00226746652248 40689.4654808897 12.0
251.00252765284995 40683.56738862747 12.0
252.00226746652248 40674.41870800575 12.0
253.00252765284995 40673.56534746526 12.0
254.00226746652248 40664.16414849567 12.0
255.00252765284995 40679.50196819802 12.0
256.0022674665225 40670.05413428918 12.0
