#####################################################################
# Alchemist log file - simulation started at: 2024-05-08T09:21+0000 #
#####################################################################
#
# seed = 0.0, nodeCount = 200, surrogateFrequency = 1, scenario = monolithic
#
# The columns have the following meaning: 
# time BatteryLevel[sum] BatteryLevel[mean] BatteryLevel[min] BatteryLevel[max] BatteryLevel[variance] MessagesExchanged[sum] MessagesExchanged[mean] MessagesExchanged[min] MessagesExchanged[max] MessagesExchanged[variance] 
0.0 0.0 NaN NaN NaN NaN 0.0 NaN NaN NaN NaN
0.0022674665224906576 0.0 NaN NaN NaN NaN 0.0 NaN NaN NaN NaN
1.0025276528499534 203585.535904972 1995.9366265193335 0.0 3981.363985257618 1483485.4156043225 6245.0 40.29032258064515 0.0 75.0 559.6489317134478
2.0022674665224907 394901.6029373152 1974.5080146865755 0.0 3981.363985257618 1348642.8700672819 8272.0 39.76923076923077 0.0 75.0 560.8353771832033
3.0025276528499534 394621.46534791443 1973.1073267395711 0.0 3978.5316595250933 1348530.905602367 8272.0 39.76923076923077 0.0 75.0 560.8353771832033
4.002267466522491 394350.56617541594 1971.75283087708 0.0 3978.5316595250933 1348592.4558914073 8272.0 39.76923076923077 0.0 75.0 560.8353771832033
5.002527652849953 394070.56988851435 1970.3528494425718 0.0 3975.7898762256345 1348483.2906995513 8272.0 39.76923076923077 0.0 75.0 560.8353771832033
6.002267466522491 393799.01115183765 1968.9950557591878 0.0 3975.7898762256345 1348548.4902931454 8272.0 39.76923076923077 0.0 75.0 560.8353771832033
7.002527652849953 393518.8348972133 1967.5941744860665 0.0 3973.0610679014862 1348432.262764932 8272.0 39.76923076923077 0.0 75.0 560.8353771832033
8.00226746652249 393246.87673511764 1966.2343836755886 0.0 3973.0610679014862 1348486.2500833813 8272.0 39.76923076923077 0.0 75.0 560.8353771832033
9.002527652849952 392967.59368428873 1964.837968421444 0.0 3970.3456526501395 1348374.613223367 8272.0 39.76923076923077 0.0 75.0 560.8353771832033
10.00226746652249 392695.7751272595 1963.478875636297 0.0 3970.3456526501395 1348434.721000091 8272.0 39.76923076923077 0.0 75.0 560.8353771832033
11.002527652849952 392415.43083792087 1962.0771541896033 0.0 3967.5609071228505 1348319.9681347685 8272.0 39.76923076923077 0.0 75.0 560.8353771832033
12.00226746652249 392143.5049742116 1960.7175248710578 0.0 3967.5609071228505 1348377.822519329 8272.0 39.76923076923077 0.0 75.0 560.8353771832033
13.002527652849952 391864.2412861071 1959.321206430535 0.0 3964.779885312362 1348267.6475197105 8272.0 39.76923076923077 0.0 75.0 560.8353771832033
14.00226746652249 391592.4901067381 1957.9624505336903 0.0 3964.779885312362 1348326.4090283492 8272.0 39.76923076923077 0.0 75.0 560.8353771832033
15.002527652849952 391312.79602317646 1956.5639801158832 0.0 3962.0455416627537 1348217.3995096122 8272.0 39.76923076923077 0.0 75.0 560.8353771832033
16.00226746652249 391042.2306658003 1955.2111533290013 0.0 3962.0455416627537 1348277.3166861176 8272.0 39.76923076923077 0.0 75.0 560.8353771832033
17.002527652849952 390762.1710999825 1953.810855499912 0.0 3959.2734378359796 1348166.800372801 8272.0 39.76923076923077 0.0 75.0 560.8353771832033
18.00226746652249 390490.8787620507 1952.4543938102534 0.0 3959.2734378359796 1348236.188388266 8272.0 39.76923076923077 0.0 75.0 560.8353771832033
19.002527652849952 390210.34067528625 1951.0517033764304 0.0 3956.497751801279 1348120.8349324493 8272.0 39.76923076923077 0.0 75.0 560.8353771832033
20.00226746652249 389939.0822763606 1949.695411381803 0.0 3956.497751801279 1348184.177661955 8272.0 39.76923076923077 0.0 75.0 560.8353771832033
21.002527652849952 389658.9499627915 1948.2947498139577 0.0 3953.692262412784 1348062.3343893068 8270.0 39.7596153846154 0.0 75.0 560.5602935711628
22.00226746652249 389387.09522491205 1946.935476124559 0.0 3953.692262412784 1348124.1113078927 8270.0 39.7596153846154 0.0 75.0 560.5602935711628
23.002527652849952 389107.6887643602 1945.5384438218 0.0 3950.9064136423826 1348013.850296249 8268.0 39.75 0.0 75.0 560.4975845410628
24.00226746652249 388836.47649155406 1944.1823824577702 0.0 3950.9064136423826 1348072.5298991958 8268.0 39.75 0.0 75.0 560.4975845410628
25.002527652849952 388557.0312832735 1942.7851564163664 0.0 3948.1190742155222 1347954.3791727796 8266.0 39.7403846153846 0.0 75.0 560.376718691936
26.00226746652249 388288.6138835049 1941.443069417525 0.0 3948.1190742155222 1347972.0889950152 8266.0 39.7403846153846 0.0 75.0 560.376718691936
27.002527652849952 388009.0525764884 1940.0452628824441 0.0 3945.3190615585095 1347855.7095809109 8266.0 39.7403846153846 0.0 75.0 560.376718691936
28.00226746652249 387740.2434261517 1938.7012171307592 0.0 3945.3190615585095 1347864.8039680982 8267.0 39.7451923076923 0.0 75.0 560.0458704942401
29.002527652849952 387459.810660665 1937.2990533033246 0.0 3942.4901707372783 1347748.2877010643 8268.0 39.75 0.0 75.0 560.0048309178744
30.00226746652249 387190.5594909996 1935.952797454997 0.0 3942.4901707372783 1347754.9423510644 8268.0 39.75 0.0 75.0 560.0048309178744
31.002527652849952 386910.9514788792 1934.554757394395 0.0 3939.7035053967725 1347644.8828794514 8268.0 39.75 0.0 75.0 560.0048309178744
32.00226746652249 386642.0817326141 1933.21040866307 0.0 3939.7035053967725 1347649.2066378382 8268.0 39.75 0.0 75.0 560.0048309178744
33.00252765284995 386361.81922168774 1931.809096108439 0.0 3936.91783764837 1347536.6060126643 8268.0 39.75 0.0 75.0 560.0048309178744
34.00226746652249 386093.56807337026 1930.4678403668518 0.0 3936.91783764837 1347537.4529448191 8268.0 39.75 0.0 75.0 560.0048309178744
35.00252765284995 385814.18927443307 1929.070946372166 0.0 3934.1527614303195 1347431.65910895 8268.0 39.75 0.0 75.0 560.0048309178744
36.00226746652249 385544.85810651124 1927.724290532557 0.0 3934.1527614303195 1347436.2314087118 8268.0 39.75 0.0 75.0 560.0048309178744
37.00252765284995 385264.1815727521 1926.3209078637615 0.0 3931.3286107809126 1347318.0750152438 8268.0 39.75 0.0 75.0 560.0048309178744
38.00226746652249 384995.9015676598 1924.9795078382988 0.0 3931.3286107809126 1347326.6152503372 8268.0 39.75 0.0 75.0 560.0048309178744
39.00252765284995 384716.0401054193 1923.5802005270946 0.0 3928.5228378525962 1347210.2435866052 8268.0 39.75 0.0 75.0 560.0048309178744
40.00226746652249 384447.4579882609 1922.2372899413028 0.0 3928.5228378525962 1347219.3240611122 8268.0 39.75 0.0 75.0 560.0048309178744
41.00252765284995 384167.7214390991 1920.8386071954942 0.0 3925.712149989786 1347097.9130557824 8268.0 39.75 0.0 75.0 559.6183574879227
42.00226746652249 383898.9615113983 1919.494807556992 0.0 3925.712149989786 1347103.1848862325 8268.0 39.75 0.0 75.0 559.6183574879227
43.00252765284995 383619.3606846536 1918.0968034232696 0.0 3922.881713703473 1346980.9737726955 8268.0 39.75 0.0 75.0 559.6183574879227
44.00226746652249 383350.66576910386 1916.7533288455197 0.0 3922.881713703473 1346987.8129062853 8270.0 39.7596153846154 0.0 75.0 559.8936269044962
45.00252765284995 383070.5132188493 1915.3525660942462 0.0 3920.1422347115613 1346875.653753554 8272.0 39.76923076923077 0.0 75.0 560.1687105165366
46.00226746652249 382801.5553222931 1914.0077766114655 0.0 3920.1422347115613 1346885.3754951481 8272.0 39.76923076923077 0.0 75.0 560.1687105165366
47.00252765284995 382522.19421994715 1912.6109710997355 0.0 3917.332860864014 1346772.368097274 8272.0 39.76923076923077 0.0 75.0 560.1687105165366
48.00226746652249 382253.5372494264 1911.2676862471321 0.0 3917.332860864014 1346781.2695098375 8273.0 39.77403846153847 0.0 75.0 559.8472454477889
49.00252765284995 381973.9224781997 1909.8696123909983 0.0 3914.591680306668 1346664.988565106 8275.0 39.78365384615384 0.0 75.0 559.8805044593083
50.00226746652249 381706.6336569359 1908.5331682846788 0.0 3914.591680306668 1346639.6440147555 8276.0 39.78846153846153 0.0 75.0 559.7424749163881
51.00252765284995 381427.1568279696 1907.1357841398474 0.0 3911.845730726078 1346530.3031631592 8276.0 39.78846153846153 0.0 75.0 559.7424749163881
52.00226746652249 381161.0307057351 1905.8051535286752 0.0 3911.845730726078 1346485.0543845654 8277.0 39.79326923076923 0.0 75.0 559.4304858788556
53.00252765284995 380881.1172126247 1904.405586063124 0.0 3909.121541230835 1346365.5519365272 8277.0 39.79326923076923 0.0 75.0 559.4304858788556
54.00226746652249 380615.4855193066 1903.0774275965337 0.0 3909.121541230835 1346321.4889443242 8278.0 39.798076923076934 0.0 75.0 559.2633779264212
55.00252765284995 380336.0742550287 1901.6803712751434 0.0 3906.313515256951 1346211.6056405713 8278.0 39.798076923076934 0.0 75.0 559.2633779264212
56.00226746652249 380069.8998436216 1900.3494992181072 0.0 3906.313515256951 1346166.4903982845 8278.0 39.798076923076934 0.0 75.0 559.2633779264212
57.00252765284995 379789.2986524122 1898.9464932620608 0.0 3903.523254217163 1346055.6088890478 8278.0 39.798076923076934 0.0 75.0 559.2633779264212
58.00226746652249 379522.44189125573 1897.6122094562784 0.0 3903.523254217163 1346013.1347184302 8279.0 39.8028846153846 0.0 75.0 558.9609578223708
59.00252765284995 379242.72899650474 1896.2136449825225 0.0 3900.7747853326496 1345901.8877747413 8280.0 39.8076923076923 0.0 75.0 558.9869936826451
60.00226746652249 378977.3404536369 1894.886702268184 0.0 3900.7747853326496 1345855.641273686 8280.0 39.8076923076923 0.0 75.0 558.9869936826451
61.00252765284995 378697.32868179353 1893.4866434089688 0.0 3897.9596919097366 1345742.0318890773 8282.0 39.8173076923077 0.0 75.0 558.8553511705687
62.00226746652249 378431.3216861778 1892.1566084308897 0.0 3897.9596919097366 1345691.899794975 8282.0 39.8173076923077 0.0 75.0 558.8553511705687
63.00252765284995 378152.0325466284 1890.7601627331424 0.0 3895.249073352058 1345585.3468285059 8280.0 39.8076923076923 0.0 75.0 558.5811965811959
64.00226746652248 377888.26162684476 1889.4413081342245 0.0 3895.249073352058 1345490.4492473332 8280.0 39.8076923076923 0.0 75.0 558.5811965811959
65.00252765284995 377608.8748740855 1888.044374370428 0.0 3892.4117317844702 1345380.5364938192 8280.0 39.8076923076923 0.0 75.0 558.5811965811959
66.00226746652248 377345.9651838813 1886.729825919406 0.0 3892.4117317844702 1345280.4931421992 8280.0 39.8076923076923 0.0 75.0 558.5811965811959
67.00252765284995 377067.2617953319 1885.3363089766592 0.0 3889.6033761911635 1345149.9643211996 8280.0 39.8076923076923 0.0 75.0 558.5811965811959
68.00226746652248 376804.2268653497 1884.0211343267483 0.0 3889.6033761911635 1345059.3326773334 8280.0 39.8076923076923 0.0 75.0 558.5811965811959
69.00252765284995 376527.2361044616 1882.6361805223082 0.0 3886.8457752445984 1344896.3203150043 8280.0 39.8076923076923 0.0 75.0 558.5811965811959
70.00226746652248 376264.0380495364 1881.3201902476826 0.0 3886.8457752445984 1344797.3501038337 8280.0 39.8076923076923 0.0 75.0 558.5811965811959
71.00252765284995 375987.6295254405 1879.9381476272026 0.0 3884.0847123277645 1344634.0039314362 8280.0 39.8076923076923 0.0 75.0 558.5811965811959
72.00226746652248 375724.7965250478 1878.623982625239 0.0 3884.0847123277645 1344525.6325058863 8280.0 39.8076923076923 0.0 75.0 558.5811965811959
73.00252765284995 375448.4509287062 1877.2422546435314 0.0 3881.350898694415 1344370.9164101265 8278.0 39.798076923076934 0.0 75.0 558.7126532887401
74.00226746652248 375185.36773106887 1875.9268386553451 0.0 3881.350898694415 1344274.8218630042 8278.0 39.798076923076934 0.0 75.0 558.7126532887401
75.00252765284995 374908.1788302448 1874.5408941512244 0.0 3878.5921448962777 1344107.9386807359 8278.0 39.798076923076934 0.0 75.0 558.7126532887401
76.00226746652248 374645.471253426 1873.2273562671303 0.0 3878.5921448962777 1344014.264067089 8278.0 39.798076923076934 0.0 75.0 558.7126532887401
77.00252765284995 374369.7353735281 1871.8486768676403 0.0 3875.829629824185 1343825.6209230886 8278.0 39.798076923076934 0.0 75.0 558.7126532887401
78.00226746652248 374106.4388573748 1870.5321942868738 0.0 3875.829629824185 1343726.6166060062 8276.0 39.78846153846153 0.0 75.0 558.4381270903011
79.00252765284995 373832.0660539034 1869.1603302695173 0.0 3873.016049033654 1343510.1169169492 8276.0 39.78846153846153 0.0 75.0 558.4381270903011
80.00226746652248 373568.7599707859 1867.8437998539293 0.0 3873.016049033654 1343412.7054855686 8276.0 39.78846153846153 0.0 75.0 558.4381270903011
81.00252765284995 373294.967817072 1866.4748390853601 0.0 3870.1833459894747 1343201.0947426632 8275.0 39.78365384615384 0.0 75.0 558.4408909327385
82.00226746652248 373031.3140927586 1865.1565704637933 0.0 3870.1833459894747 1343108.0346497055 8274.0 39.77884615384616 0.0 75.0 558.5788740245259
83.00252765284995 372757.71786681795 1863.7885893340906 0.0 3867.439227923112 1342896.1016782525 8274.0 39.77884615384616 0.0 75.0 558.5788740245259
84.00226746652248 372494.0409521659 1862.4702047608305 0.0 3867.439227923112 1342800.4721816194 8274.0 39.77884615384616 0.0 75.0 558.5788740245259
85.00252765284995 372220.0573319178 1861.1002866595886 0.0 3864.610711088729 1342593.0306197738 8274.0 39.77884615384616 0.0 75.0 558.5788740245259
86.00226746652248 371956.8935639902 1859.784467819951 0.0 3864.610711088729 1342499.0889838166 8274.0 39.77884615384616 0.0 75.0 558.5788740245259
87.00252765284995 371682.98650314665 1858.414932515733 0.0 3861.8746060399017 1342280.9228362292 8272.0 39.76923076923077 0.0 75.0 558.7290969899666
88.00226746652248 371419.6820911867 1857.098410455933 0.0 3861.8746060399017 1342188.2126670126 8272.0 39.76923076923077 0.0 75.0 558.7290969899666
89.00252765284995 371145.66963776253 1855.7283481888135 0.0 3859.093711695181 1341969.2693321754 8274.0 39.77884615384616 0.0 75.0 558.9653474544776
