#####################################################################
# Alchemist log file - simulation started at: 2024-05-09T14:03+0000 #
#####################################################################
#
# seed = 0.0, nodeCount = 100, surrogateFrequency = 20, scenario = offloaded
#
# The columns have the following meaning: 
# time BatteryLevel[sum] BatteryLevel[mean] BatteryLevel[min] BatteryLevel[max] BatteryLevel[variance] MessagesExchanged[sum] MessagesExchanged[mean] MessagesExchanged[min] MessagesExchanged[max] MessagesExchanged[variance] 
0.0 0.0 NaN NaN NaN NaN 0.0 NaN NaN NaN NaN
3.9343186624071216E-4 0.0 NaN NaN NaN NaN 0.0 NaN NaN NaN NaN
1.000393431866241 118150.05677287256 2072.8080135591676 0.0 3972.671570086006 1371651.722563479 1483.0 18.30864197530864 0.0 40.0 168.06604938271602
2.0003934318662417 201629.8291359516 2016.298291359516 0.0 3972.671570086006 1373309.3857017737 1950.0 18.05555555555556 0.0 41.0 164.66978193146434
3.000393431866238 201496.19055276935 2014.961905527694 0.0 3969.925521812705 1372421.918957073 1954.0 18.092592592592595 0.0 41.0 163.4119072343372
4.000393431866235 201397.15171667936 2013.971517166794 0.0 3969.925521812705 1372031.7265685888 1960.0 18.148148148148145 0.0 41.0 161.64139840775354
5.0003934318662315 201263.8577041266 2012.6385770412662 0.0 3967.1847258421717 1371152.6904474434 1960.0 18.148148148148145 0.0 41.0 161.64139840775354
6.000393431866228 201165.3325120365 2011.6533251203643 0.0 3967.1847258421717 1370763.1139008251 1960.0 18.148148148148145 0.0 41.0 161.64139840775354
7.000393431866224 201031.11519136804 2010.3111519136792 0.0 3964.3874513127175 1369873.0262534854 1960.0 18.148148148148145 0.0 41.0 161.64139840775354
8.000393431866222 200933.5895304997 2009.3358953049963 0.0 3964.3874513127175 1369459.1598001411 1961.0 18.157407407407405 0.0 41.0 161.40489788854282
9.000393431866236 200800.28718699282 2008.0028718699273 0.0 3961.5720340292673 1368571.9530023942 1961.0 18.157407407407405 0.0 41.0 161.40489788854282
10.00039343186625 200702.53290794458 2007.025329079446 0.0 3961.5720340292673 1368155.6880300357 1961.0 18.157407407407405 0.0 41.0 161.40489788854282
11.000393431866264 200568.8389441705 2005.6883894417053 0.0 3958.818206523212 1367272.1022606234 1961.0 18.157407407407405 0.0 41.0 161.40489788854282
12.000393431866279 200471.33619158808 2004.7133619158806 0.0 3958.818206523212 1366857.5362306742 1961.0 18.157407407407405 0.0 41.0 161.40489788854282
13.000393431866293 200337.96582662754 2003.3796582662746 0.0 3955.990672828274 1365980.1152079925 1961.0 18.157407407407405 0.0 41.0 161.40489788854282
14.000393431866307 200240.68037946106 2002.4068037946101 0.0 3955.990672828274 1365565.5543737374 1961.0 18.157407407407405 0.0 41.0 161.40489788854282
15.000393431866321 200106.8465043227 2001.0684650432274 0.0 3953.28580747746 1364697.709596116 1961.0 18.157407407407405 0.0 41.0 161.40489788854282
16.000393431866335 200008.68047036784 2000.0868047036784 0.0 3953.28580747746 1364293.648003504 1961.0 18.157407407407405 0.0 41.0 161.40489788854282
17.00039343186635 199874.88989794065 1998.748898979406 0.0 3950.479624469626 1363415.60028471 1961.0 18.157407407407405 0.0 41.0 161.40489788854282
18.000393431866364 199777.03604621827 1997.7703604621825 0.0 3950.479624469626 1362996.6209293343 1961.0 18.157407407407405 0.0 41.0 161.40489788854282
19.000393431866378 199643.61661704574 1996.4361661704577 0.0 3947.755925991454 1362115.104607335 1961.0 18.157407407407405 0.0 41.0 161.40489788854282
20.000393431866392 199545.74601810897 1995.4574601810905 0.0 3947.755925991454 1361705.4837284896 1961.0 18.157407407407405 0.0 41.0 161.40489788854282
21.000393431866407 199412.4821462034 1994.124821462034 0.0 3945.0400359611235 1360840.426589813 1959.0 18.138888888888893 0.0 41.0 161.14875389408098
22.00039343186642 199314.97035445855 1993.1497035445857 0.0 3945.0400359611235 1360436.4799395974 1959.0 18.138888888888893 0.0 41.0 161.14875389408098
23.000393431866435 199181.52666478808 1991.8152666478818 0.0 3942.318447162074 1359562.9573680852 1957.0 18.120370370370367 0.0 41.0 161.09752509518862
24.00039343186645 199083.8643840606 1990.8386438406064 0.0 3942.318447162074 1359155.6008688903 1957.0 18.120370370370367 0.0 41.0 161.09752509518862
25.000393431866463 198950.29755706878 1989.5029755706873 0.0 3939.5405522724172 1358274.5617038584 1955.0 18.101851851851855 0.0 41.0 160.9521460713049
26.000393431866478 198852.95728454148 1988.5295728454141 0.0 3939.5405522724172 1357863.8379863761 1955.0 18.101851851851855 0.0 41.0 160.9521460713049
27.00039343186649 198719.74659175018 1987.1974659175016 0.0 3936.7618354434235 1356986.9938562715 1955.0 18.101851851851855 0.0 41.0 160.9521460713049
28.000393431866506 198621.96248046678 1986.2196248046675 0.0 3936.7618354434235 1356578.8438493817 1956.0 18.111111111111107 0.0 41.0 160.67912772585672
